Nombre;Especie;Género;Familia;Orden
Aulácodo;Thryonomys swinderianus;Thryonomys;Thryonomyidae;RODENTIA
;Tamiops swinhoei;Tamiops;Sciuridae;RODENTIA
;Capricornis swinhoei;Capricornis;Bovidae;ARTIODACTYLA
;Rhinolophus swinnyi;Rhinolophus;Rhinolophidae;CHIROPTERA
Macaco de Gibraltar;Macaca sylvanus;Macaca;Cercopithecidae;PRIMATES
;Akodon sylvanus;Akodon;Cricetidae;RODENTIA
;Ctenomys sylvanus;Ctenomys;Ctenomyidae;RODENTIA
Ratón de campo;Apodemus sylvaticus;Apodemus;Muridae;RODENTIA
;Pogonomys sylvestris;Pogonomys;Muridae;RODENTIA
;Glyphonycteris sylvestris;Glyphonycteris;Phyllostomidae;CHIROPTERA
Siamang;Symphalangus syndactylus;Symphalangus;Hylobatidae;PRIMATES
Tarsero filipino;Tarsius syrichta;Tarsius;Tarsiidae;PRIMATES
;Gerbillus syrticus;Gerbillus;Muridae;RODENTIA
;Thomasomys taczanowskii;Thomasomys;Cricetidae;RODENTIA
;Cuniculus taczanowskii;Cuniculus;Cuniculidae;RODENTIA
;Taeromys taerae;Taeromys;Muridae;RODENTIA
;Microgale taiva;Microgale;Tenrecidae;AFROSORICIDA
;Plecotus taivanus;Plecotus;Vespertilionidae;CHIROPTERA
Pecarí de collar;Dicotyles tajacu;Dicotyles;Tayassuidae;ARTIODACTYLA
;Pteralopex taki;Pteralopex;Pteropodidae;CHIROPTERA
;Oryzomys talamancae;Oryzomys;Cricetidae;RODENTIA
Talapoin sureño;Miopithecus talapoin;Miopithecus;Cercopithecidae;PRIMATES
;Ctenomys talarum;Ctenomys;Ctenomyidae;RODENTIA
;Melomys talaudium;Melomys;Muridae;RODENTIA
Musaraña de Talazac;Microgale talazaci;Microgale;Tenrecidae;AFROSORICIDA
Campañol topo del norte;Ellobius talpinus;Ellobius;Cricetidae;RODENTIA
;Thomomys talpoides;Thomomys;Geomyidae ;RODENTIA
;Urotrichus talpoides;Urotrichus;Talpidae;SORICOMORPHA
;Meriones tamariscinus;Meriones;Muridae;RODENTIA
;Cryptotis tamensis;Cryptotis;Soricidae;SORICOMORPHA
Tupaya grande de Borneo;Tupaia tana;Tupaia;Tupaiidae;SCANDENTIA
;Crocidura tanakae;Crocidura;Soricidae;SORICOMORPHA
;Eliurus tanala;Eliurus;Nesomyidae;RODENTIA
;Ellobius tancrei;Ellobius;Cricetidae;RODENTIA
Rata de casa oriental;Rattus tanezumi;Rattus;Muridae;RODENTIA
;Viverra tangalunga;Viverra;Viverridae;CARNIVORA
;Crocidura tansaniana;Crocidura;Soricidae;SORICOMORPHA
;Chlorocebus tantalus;Chlorocebus;Cercopithecidae;PRIMATES
Fascogalo de cola de cepillo;Phascogale tapoatafa;Phascogale;Dasyuridae;DASYUROMORPHIA
;Gerbillus tarabuli;Gerbillus;Muridae;RODENTIA
Reno;Rangifer tarandus;Rangifer;Cervidae;ARTIODACTYLA
Loris esbelto rojo;Loris tardigradus;Loris;Lorisidae;PRIMATES
;Crocidura tarella;Crocidura;Soricidae;SORICOMORPHA
;Crocidura tarfayensis;Crocidura;Soricidae;SORICOMORPHA
;Irenomys tarsalis;Irenomys;Cricetidae;RODENTIA
;Tarsius tarsier;Tarsius;Tarsiidae;PRIMATES
;Falsistrellus tasmaniensis;Falsistrellus;Vespertilionidae;CHIROPTERA
Saiga;Saiga tatarica;Saiga;Bovidae;ARTIODACTYLA
;Thylamys tatei;Thylamys;Didelphidae;DIDELPHIMORPHIA
;Dactylopsila tatei;Dactylopsila;Petauridae;DIPROTODONTIA
;Oryzomys tatei;Oryzomys;Cricetidae;RODENTIA
;Eptesicus tatei;Eptesicus;Vespertilionidae;CHIROPTERA
;Cabassous tatouay;Cabassous;Dasypodidae;CINGULATA
;Microtus tatricus;Microtus;Cricetidae;RODENTIA
Sifaca de oro coronado;Propithecus tattersalli;Propithecus;Indridae;PRIMATES
Ñu común;Connochaetes taurinus;Connochaetes;Bovidae;ARTIODACTYLA
Vaca;Bos taurus;Bos;Bovidae;ARTIODACTYLA
Lémur ratón rojizo del norte;Microcebus tavaratra;Microcebus;Cheirogaleidae;PRIMATES
;Rattus tawitawiensis;Rattus;Muridae;RODENTIA
Takin;Budorcas taxicolor;Budorcas;Bovidae;ARTIODACTYLA
;Taxidea taxus;Taxidea;Mustelidae;CARNIVORA
;Baiomys taylori;Baiomys;Cricetidae;RODENTIA
;Scotinomys teguina;Scotinomys;Cricetidae;RODENTIA
;Heteromys teleus;Heteromys;Heteromyidae;RODENTIA
Tenrec erizo menor;Echinops telfairi;Echinops;Tenrecidae;AFROSORICIDA
;Crocidura telfordi;Crocidura;Soricidae;SORICOMORPHA
;Stylodipus telum;Stylodipus;Dipodidae;RODENTIA
;Mazama temama;Mazama;Cervidae;ARTIODACTYLA
;Necromys temchuki;Necromys;Cricetidae;RODENTIA
;Pteropus temminckii;Pteropus;Pteropodidae;CHIROPTERA
;Molossops temminckii;Molossops;Molossidae;CHIROPTERA
Pangolín de Temmick;Manis temminckii;Manis;Manidae;PHOLIDOTA
Gato dorado asiático;Catopuma temminckii;Catopuma;Felidae;CARNIVORA
;Niviventer tenaster;Niviventer;Muridae;RODENTIA
;Paranyctimene tenax;Paranyctimene;Pteropodidae;CHIROPTERA
;Murina tenebrosa;Murina;Vespertilionidae;CHIROPTERA
;Mus tenellus;Mus;Muridae;RODENTIA
;Sorex tenellus;Sorex;Soricidae;SORICOMORPHA
;Calomys tener;Calomys;Cricetidae;RODENTIA
;Plecotus teneriffae;Plecotus;Vespertilionidae;CHIROPTERA
;Tadarida teniotis;Tadarida;Molossidae;CHIROPTERA
;Neacomys tenuipes;Neacomys;Cricetidae;RODENTIA
;Neoromicia tenuipinnis;Neoromicia;Vespertilionidae;CHIROPTERA
;Planigale tenuirostris;Planigale;Dasyuridae;DASYUROMORPHIA
;Reithrodontomys tenuirostris;Reithrodontomys;Cricetidae;RODENTIA
;Sundasciurus tenuis;Sundasciurus;Sciuridae;RODENTIA
;Crocidura tenuis;Crocidura;Soricidae;SORICOMORPHA
;Myosorex tenuis;Myosorex;Soricidae;SORICOMORPHA
;Pipistrellus tenuis;Pipistrellus;Vespertilionidae;CHIROPTERA
;Aeromys tephromelas;Aeromys;Sciuridae;RODENTIA
Colobo rojo ugandés;Piliocolobus tephrosceles;Piliocolobus;Cercopithecidae;PRIMATES
;Neomys teres;Neomys;Soricidae;SORICOMORPHA
;Spermophilus tereticaudus;Spermophilus;Sciuridae;RODENTIA
Tapir amazónico;Tapirus terrestris;Tapirus;Tapiridae;PERISSODACTYLA
;Mus terricolor;Mus;Muridae;RODENTIA
Oso melero;Tamandua tetradactyla;Tamandua;Myrmecophagidae;PILOSA
;Allactaga tetradactyla;Allactaga;Dipodidae;RODENTIA
Pangolín de cola larga;Manis tetradactyla;Manis;Manidae;PHOLIDOTA
;Oryzorictes tetradactylus;Oryzorictes;Tenrecidae;AFROSORICIDA
;Petrodromus tetradactylus;Petrodromus;Macroscelididae;MACROSCELIDEA
;Sousa teuszii;Sousa;Delphinidae;CETACEA
;Geomys texensis;Geomys;Geomyidae ;RODENTIA
;Orthogeomys thaeleri;Orthogeomys;Geomyidae ;RODENTIA
;Crocidura thalia;Crocidura;Soricidae;SORICOMORPHA
;Capricornis thar;Capricornis;Bovidae;ARTIODACTYLA
;Nycteris thebaica;Nycteris;Nycteridae;CHIROPTERA
;Taphozous theobaldi;Taphozous;Emballonuridae;CHIROPTERA
;Papagomys theodorverhoeveni;Papagomys;Muridae;RODENTIA
;Monodelphis theresa;Monodelphis;Didelphidae;DIDELPHIMORPHIA
;Crocidura theresae;Crocidura;Soricidae;SORICOMORPHA
;Mops thersites;Mops;Molossidae;CHIROPTERA
;Thylogale thetis;Thylogale;Macropodidae;DIPROTODONTIA
;Macaca thibetana;Macaca;Cercopithecidae;PRIMATES
;Ochotona thibetana;Ochotona;Ochotonidae;LAGOMORPHA
;Sorex thibetanus;Sorex;Soricidae;SORICOMORPHA
;Ursus thibetanus;Ursus;Ursidae;CARNIVORA
;Genetta thierryi;Genetta;Viverridae;CARNIVORA
;Piliocolobus tholloni;Piliocolobus;Cercopithecidae;PRIMATES
;Microgale thomasi;Microgale;Tenrecidae;AFROSORICIDA
;Galago thomasi;Galago;Galagidae;PRIMATES
;Presbytis thomasi;Presbytis;Cercopithecidae;PRIMATES
;Aeromys thomasi;Aeromys;Sciuridae;RODENTIA
;Salpingotus thomasi;Salpingotus;Dipodidae;RODENTIA
;Microtus thomasi;Microtus;Cricetidae;RODENTIA
;Megadontomys thomasi;Megadontomys;Cricetidae;RODENTIA
;Rheomys thomasi;Rheomys;Cricetidae;RODENTIA
;Aethomys thomasi;Aethomys;Muridae;RODENTIA
;Phyllomys thomasi;Phyllomys;Echimyidae;RODENTIA
;Ochotona thomasi;Ochotona;Ochotonidae;LAGOMORPHA
;Cryptotis thomasi;Cryptotis;Soricidae;SORICOMORPHA
;Rhinolophus thomasi;Rhinolophus;Rhinolophidae;CHIROPTERA
;Lonchophylla thomasi;Lonchophylla;Phyllostomidae;CHIROPTERA
;Sturnira thomasi;Sturnira;Phyllostomidae;CHIROPTERA
;Crocidura thomensis;Crocidura;Soricidae;SORICOMORPHA
;Hipposideros thomensis;Hipposideros;Hipposideridae;CHIROPTERA
Gacela de Thomson;Eudorcas thomsonii;Eudorcas;Bovidae;ARTIODACTYLA
Murciélago nariz de cerdo de Kitti;Craseonycteris thonglongyai;Craseonycteris;Craseonycteridae;CHIROPTERA
;Geocapromys thoracatus;Geocapromys;Capromyidae;RODENTIA
;Cerdocyon thous;Cerdocyon;Canidae;CARNIVORA
;Vampyressa thyone;Vampyressa;Phyllostomidae;CHIROPTERA
;Myotis thysanodes;Myotis;Vespertilionidae;CHIROPTERA
;Sicista tianshanica;Sicista;Dipodidae;RODENTIA
;Lepus tibetanus;Lepus;Leporidae;LAGOMORPHA
;Hesperoptenus tickelli;Hesperoptenus;Vespertilionidae;CHIROPTERA
;Genetta tigrina;Genetta;Viverridae;CARNIVORA
Tigrillo;Leopardus tigrinus;Leopardus;Felidae;CARNIVORA
;Panthera tigris;Panthera;Felidae;CARNIVORA
;Sturnira tildae;Sturnira;Phyllostomidae;CHIROPTERA
;Ningaui timealeyi;Ningaui;Dasyuridae;DASYUROMORPHIA
Liebre de montaña;Lepus timidus;Lepus;Leporidae;LAGOMORPHA
;Nesolagus timminsi;Nesolagus;Leporidae;LAGOMORPHA
;Rattus timorensis;Rattus;Muridae;RODENTIA
;Rusa timorensis;Rusa;Cervidae;ARTIODACTYLA
;Nyctophilus timoriensis;Nyctophilus;Vespertilionidae;CHIROPTERA
;Rattus tiomanicus;Rattus;Muridae;RODENTIA
;Cynopterus titthaecheilus;Cynopterus;Pteropodidae;CHIROPTERA
;Akodon toba;Akodon;Cricetidae;RODENTIA
;Calomys tocantinsi;Calomys;Cricetidae;RODENTIA
;Babyrousa togeanensis;Babyrousa;Suidae;ARTIODACTYLA
;Mogera tokudae;Mogera;Talpidae;SORICOMORPHA
;Pteropus tokudae;Pteropus;Pteropodidae;CHIROPTERA
Rata espinosa Tokunoshima;Tokudaia tokunoshimensis;Tokudaia;Muridae;RODENTIA
;Lepus tolai;Lepus;Leporidae;LAGOMORPHA
;Sigmodon toltecus;Sigmodon;Cricetidae;RODENTIA
;Artibeus toltecus;Artibeus;Phyllostomidae;CHIROPTERA
;Chaerephon tomensis;Chaerephon;Molossidae;CHIROPTERA
;Kunsia tomentosus;Kunsia;Cricetidae;RODENTIA
;Hesperoptenus tomesi;Hesperoptenus;Vespertilionidae;CHIROPTERA
;Pteropus tonganus;Pteropus;Pteropodidae;CHIROPTERA
Macaco de Togian;Macaca tonkeana;Macaca;Cercopithecidae;PRIMATES
;Myonycteris torquata;Myonycteris;Pteropodidae;CHIROPTERA
;Bradypus torquatus;Bradypus;Bradypodidae;PILOSA
Tití de collar;Callicebus torquatus;Callicebus;Pitheciidae;PRIMATES
Mangabeye gris;Cercocebus torquatus;Cercocebus;Cercopithecidae;PRIMATES
Lemming del Ártico;Dicrostonyx torquatus;Dicrostonyx;Cricetidae;RODENTIA
;Ctenomys torquatus;Ctenomys;Ctenomyidae;RODENTIA
;Cheiromeles torquatus;Cheiromeles;Molossidae;CHIROPTERA
;Arielulus torquatus;Arielulus;Vespertilionidae;CHIROPTERA
;Akodon torques;Akodon;Cricetidae;RODENTIA
;Boromys torrei;Boromys;Echimyidae;RODENTIA
;Bibimys torresi;Bibimys;Cricetidae;RODENTIA
Ratón alacranero del sur;Onychomys torridus;Onychomys;Cricetidae;RODENTIA
Lobo fino de Guadalupe;Arctocephalus townsendi;Arctocephalus;Otariidae;CARNIVORA
;Spermophilus townsendii;Spermophilus;Sciuridae;RODENTIA
;Tamias townsendii;Tamias;Sciuridae;RODENTIA
;Thomomys townsendii;Thomomys;Geomyidae ;RODENTIA
;Microtus townsendii;Microtus;Cricetidae;RODENTIA
Liebre de cola blanca;Lepus townsendii;Lepus;Leporidae;LAGOMORPHA
;Scapanus townsendii;Scapanus;Talpidae;SORICOMORPHA
Murciélago orejudo de Townsend;Corynorhinus townsendii;Corynorhinus;Vespertilionidae;CHIROPTERA
;Sphaeronycteris toxophyllum;Sphaeronycteris;Phyllostomidae;CHIROPTERA
;Nycteris tragata;Nycteris;Nycteridae;CHIROPTERA
Nilgó;Boselaphus tragocamelus;Boselaphus;Bovidae;ARTIODACTYLA
;Taterillus tranieri;Taterillus;Muridae;RODENTIA
;Microtus transcaspicus;Microtus;Cricetidae;RODENTIA
Conejo de Nueva Inglaterra;Sylvilagus transitionalis;Sylvilagus;Leporidae;LAGOMORPHA
;Microakodontomys transitorius;Microakodontomys;Cricetidae;RODENTIA
;Mesoplodon traversii;Mesoplodon;Ziphiidae;CETACEA
;Chrysospalax trevelyani;Chrysospalax;Chrysochloridae;AFROSORICIDA
;Mops trevori;Mops;Molossidae;CHIROPTERA
;Zygogeomys trichopus;Zygogeomys;Geomyidae ;RODENTIA
;Allocebus trichotis;Allocebus;Cheirogaleidae;PRIMATES
;Chibchanomys trichotis;Chibchanomys;Cricetidae;RODENTIA
;Crocidura trichura;Crocidura;Soricidae;SORICOMORPHA
;Tolypeutes tricinctus;Tolypeutes;Dasypodidae;CINGULATA
;Thyroptera tricolor;Thyroptera;Thyropteridae;CHIROPTERA
;Myotis tricolor;Myotis;Vespertilionidae;CHIROPTERA
;Aselliscus tricuspidatus;Aselliscus;Hipposideridae;CHIROPTERA
Pangolín arborícola;Manis tricuspis;Manis;Manidae;PHOLIDOTA
Oso hormiguero gigante;Myrmecophaga tridactyla;Myrmecophaga;Myrmecophagidae;PILOSA
;Potorous tridactylus;Potorous;Potoroidae;DIPROTODONTIA
;Bradypus tridactylus;Bradypus;Bradypodidae;PILOSA
Ardilla de tierra de trece franjas;Spermophilus tridecemlineatus;Spermophilus;Sciuridae;RODENTIA
;Asellia tridens;Asellia;Hipposideridae;CHIROPTERA
Murciélago de herradura trébol;Rhinolophus trifoliatus;Rhinolophus;Rhinolophidae;CHIROPTERA
;Lemmus trimucronatus;Lemmus;Cricetidae;RODENTIA
;Oecomys trinitatis;Oecomys;Cricetidae;RODENTIA
;Peropteryx trinitatis;Peropteryx;Emballonuridae;CHIROPTERA
;Chiroderma trinitatum;Chiroderma;Phyllostomidae;CHIROPTERA
;Proechimys trinitatus;Proechimys;Echimyidae;RODENTIA
;Zapus trinotatus;Zapus;Dipodidae;RODENTIA
;Saguinus tripartitus;Saguinus;Cebidae;PRIMATES
;Miniopterus tristis;Miniopterus;Vespertilionidae;CHIROPTERA
;Meriones tristrami;Meriones;Muridae;RODENTIA
;Funambulus tristriatus;Funambulus;Sciuridae;RODENTIA
;Tscherskia triton;Tscherskia;Cricetidae;RODENTIA
;Mus triton;Mus;Muridae;RODENTIA
Falangero listado;Dactylopsila trivirgata;Dactylopsila;Petauridae;DIPROTODONTIA
;Arctogalidia trivirgata;Arctogalidia;Viverridae;CARNIVORA
Marikiná norteño;Aotus trivirgatus;Aotus;Aotidae;PRIMATES
;Hybomys trivirgatus;Hybomys;Muridae;RODENTIA
Chimpancé común;Pan troglodytes;Pan;Hominidae;PRIMATES
;Bettongia tropica;Bettongia;Potoroidae;DIPROTODONTIA
;Geomys tropicalis;Geomys;Geomyidae ;RODENTIA
;Otomys tropicalis;Otomys;Muridae;RODENTIA
;Cryptotis tropicalis;Cryptotis;Soricidae;SORICOMORPHA
;Arctocephalus tropicalis;Arctocephalus;Otariidae;CARNIVORA
;Monachus tropicalis;Monachus;Phocidae;CARNIVORA
;Taphozous troughtoni;Taphozous;Emballonuridae;CHIROPTERA
;Vespadelus troughtoni;Vespadelus;Vespertilionidae;CHIROPTERA
;Sorex trowbridgii;Sorex;Soricidae;SORICOMORPHA
;Peromyscus truei;Peromyscus;Cricetidae;RODENTIA
;Podogymnura truei;Podogymnura;Erinaceidae;ERINACEOMORPHA
;Eumops trumbulli;Eumops;Molossidae;CHIROPTERA
;Chlamyphorus truncatus;Chlamyphorus;Dasypodidae;CINGULATA
Delfín mular;Tursiops truncatus;Tursiops;Delphinidae;CETACEA
;Muntiacus truongsonensis;Muntiacus;Cervidae;ARTIODACTYLA
Poronccoy ;Cavia tschudii;Cavia;Caviidae;RODENTIA
;Calomyscus tsolovi;Calomyscus;Calomyscidae;RODENTIA
;Mystacina tuberculata;Mystacina;Mystacinidae;CHIROPTERA
;Pteropus tuberculatus;Pteropus;Pteropodidae;CHIROPTERA
;Chalinolobus tuberculatus;Chalinolobus;Vespertilionidae;CHIROPTERA
;Murina tubinaris;Murina;Vespertilionidae;CHIROPTERA
;Ctenomys tuconax;Ctenomys;Ctenomyidae;RODENTIA
;Ctenomys tucumanus;Ctenomys;Ctenomyidae;RODENTIA
;Ctenomys tulduco;Ctenomys;Ctenomyidae;RODENTIA
;Praomys tullbergi;Praomys;Muridae;RODENTIA
;Tylomys tumbalensis;Tylomys;Cricetidae;RODENTIA
;Rhogeessa tumida;Rhogeessa;Vespertilionidae;CHIROPTERA
;Chilonatalus tumidifrons;Chilonatalus;Natalidae;CHIROPTERA
;Natalus tumidirostris;Natalus;Natalidae;CHIROPTERA
;Scapteromys tumidus;Scapteromys;Cricetidae;RODENTIA
;Sorex tundrensis;Sorex;Soricidae;SORICOMORPHA
;Rattus tunneyi;Rattus;Muridae;RODENTIA
;Crocidura turba;Crocidura;Soricidae;SORICOMORPHA
;Hipposideros turpis;Hipposideros;Hipposideridae;CHIROPTERA
;Ochotona turuchanensis;Ochotona;Ochotonidae;LAGOMORPHA
;Alticola tuvinicus;Alticola;Cricetidae;RODENTIA
;Ichthyomys tweedii;Ichthyomys;Cricetidae;RODENTIA
;Marmosa tyleriana;Marmosa;Didelphidae;DIDELPHIMORPHIA
;Glischropus tylopus;Glischropus;Vespertilionidae;CHIROPTERA
;Cratogeomys tylorhinus;Cratogeomys;Geomyidae ;RODENTIA
Topo marsupial meridional;Notoryctes typhlops;Notoryctes;Notoryctidae;NOTORYCTEMORPHIA
;Malacothrix typica;Malacothrix;Nesomyidae;RODENTIA
;Reithrodon typicus;Reithrodon;Cricetidae;RODENTIA
Rata damán;Petromus typicus;Petromus;Petromuridae;RODENTIA
;Eligmodontia typus;Eligmodontia;Cricetidae;RODENTIA
;Otomys typus;Otomys;Muridae;RODENTIA
;Calcochloris tytonis;Calcochloris;Chrysochloridae;AFROSORICIDA
;Gerbillurus tytonis;Gerbillurus;Muridae;RODENTIA
;Pteropus ualanus;Pteropus;Pteropodidae;CHIROPTERA
;Scolomys ucayalensis;Scolomys;Cricetidae;RODENTIA
;Mogera uchidai;Mogera;Talpidae;SORICOMORPHA
;Thomasomys ucucha;Thomasomys;Cricetidae;RODENTIA
;Sorex ugyunak;Sorex;Soricidae;SORICOMORPHA
;Crocidura ultima;Crocidura;Soricidae;SORICOMORPHA
;Platyrrhinus umbratus;Platyrrhinus;Phyllostomidae;CHIROPTERA
;Tamias umbrinus;Tamias;Sciuridae;RODENTIA
;Thomomys umbrinus;Thomomys;Geomyidae ;RODENTIA
;Monodelphis umbristriata;Monodelphis;Didelphidae;DIDELPHIMORPHIA
;Microtus umbrosus;Microtus;Cricetidae;RODENTIA
;Dicrostonyx unalascensis;Dicrostonyx;Cricetidae;RODENTIA
;Uncia uncia;Uncia;Felidae;CARNIVORA
Leopardo de las nieves;Panthera uncia;Panthera;Felidae;CARNIVORA
;Orthogeomys underwoodi;Orthogeomys;Geomyidae ;RODENTIA
;Rheomys underwoodi;Rheomys;Cricetidae;RODENTIA
;Hylonycteris underwoodi;Hylonycteris;Phyllostomidae;CHIROPTERA
;Eumops underwoodi;Eumops;Molossidae;CHIROPTERA
;Heliosciurus undulatus;Heliosciurus;Sciuridae;RODENTIA
;Spermophilus undulatus;Spermophilus;Sciuridae;RODENTIA
;Phenacomys ungava;Phenacomys;Cricetidae;RODENTIA
Gerbil de Mongolia;Meriones unguiculatus;Meriones;Muridae;RODENTIA
;Sorex unguiculatus;Sorex;Soricidae;SORICOMORPHA
;Onychogalea unguifera;Onychogalea;Macropodidae;DIPROTODONTIA
Armadillo de cola desnuda meridional;Cabassous unicinctus;Cabassous;Dasypodidae;CINGULATA
;Avahi unicolor;Avahi;Indridae;PRIMATES
;Phyllomys unicolor;Phyllomys;Echimyidae;RODENTIA
;Rusa unicolor;Rusa;Cervidae;ARTIODACTYLA
Rinoceronte indio;Rhinoceros unicornis;Rhinoceros;Rhinocerotidae;PERISSODACTYLA
;Monodelphis unistriata;Monodelphis;Didelphidae;DIDELPHIMORPHIA
;Myotomys unisulcatus;Myotomys;Muridae;RODENTIA
;Hybomys univittatus;Hybomys;Muridae;RODENTIA
;Spalax uralensis;Spalax;Spalacidae;RODENTIA
;Apodemus uralensis;Apodemus;Muridae;RODENTIA
;Calomyscus urartensis;Calomyscus;Calomyscidae;RODENTIA
;Necromys urichi;Necromys;Cricetidae;RODENTIA
;Proechimys urichi;Proechimys;Echimyidae;RODENTIA
Uómbat común;Vombatus ursinus;Vombatus;Vombatidae;DIPROTODONTIA
;Ailurops ursinus;Ailurops;Phalangeridae;DIPROTODONTIA
;Dendrolagus ursinus;Dendrolagus;Macropodidae;DIPROTODONTIA
Papión chacma;Papio ursinus;Papio;Cercopithecidae;PRIMATES
;Melursus ursinus;Melursus;Ursidae;CARNIVORA
Oso marino ártico;Callorhinus ursinus;Callorhinus;Otariidae;CARNIVORA
;Herpestes urva;Herpestes;Herpestidae;CARNIVORA
;Crocidura usambarae;Crocidura;Soricidae;SORICOMORPHA
;Abrocoma uspallata;Abrocoma;Abrocomidae;RODENTIA
;Murina ussuriensis;Murina;Vespertilionidae;CHIROPTERA
Mono ardilla de Geoffroy;Saimiri ustus;Saimiri;Cebidae;PRIMATES
;Chiropotes utahickae;Chiropotes;Pitheciidae;PRIMATES
;Otomys uzungwensis;Otomys;Muridae;RODENTIA
;Abrocoma vaccarum;Abrocoma;Abrocomidae;RODENTIA
;Felovia vae;Felovia;Ctenodactylidae;RODENTIA
;Sorex vagrans;Sorex;Soricidae;SORICOMORPHA
;Geoxus valdivianus;Geoxus;Cricetidae;RODENTIA
;Ctenodactylus vali;Ctenodactylus;Ctenodactylidae;RODENTIA
;Gerbilliscus validus;Gerbilliscus;Muridae;RODENTIA
;Ctenomys validus;Ctenomys;Ctenomyidae;RODENTIA
;Gerbillurus vallinus;Gerbillurus;Muridae;RODENTIA
Gran zorro volador;Pteropus vampyrus;Pteropus;Pteropodidae;CHIROPTERA
Marmota de Vancouver;Marmota vancouverensis;Marmota;Sciuridae;RODENTIA
;Rattus vandeuseni;Rattus;Muridae;RODENTIA
;Dorcopsulus vanheurni;Dorcopsulus;Macropodidae;DIPROTODONTIA
;Saimiri vanzolinii;Saimiri;Cebidae;PRIMATES
;Kobus vardonii;Kobus;Bovidae;ARTIODACTYLA
Lémur rufo blanco y negro;Varecia variegata;Varecia;Lemuridae;PRIMATES
;Glauconycteris variegata;Glauconycteris;Vespertilionidae;CHIROPTERA
;Sciurus variegatoides;Sciurus;Sciuridae;RODENTIA
Perezoso bayo;Bradypus variegatus;Bradypus;Bradypodidae;PILOSA
Galeopiteco;Galeopterus variegatus;Galeopterus;Cynocephalidae;DERMOPTERA
;Spermophilus variegatus;Spermophilus;Sciuridae;RODENTIA
;Suncus varilla;Suncus;Soricidae;SORICOMORPHA
;Akodon varius;Akodon;Cricetidae;RODENTIA
;Myosorex varius;Myosorex;Soricidae;SORICOMORPHA
;Lasiurus varius;Lasiurus;Vespertilionidae;CHIROPTERA
;Sylvilagus varynaensis;Sylvilagus;Leporidae;LAGOMORPHA
;Chiruromys vates;Chiruromys;Muridae;RODENTIA
;Oligoryzomys vegetus;Oligoryzomys;Cricetidae;RODENTIA
;Histiotus velatus;Histiotus;Vespertilionidae;CHIROPTERA
;Nanonycteris veldkampii;Nanonycteris;Pteropodidae;CHIROPTERA
;Myotis velifer;Myotis;Vespertilionidae;CHIROPTERA
Piche llorón;Chaetophractus vellerosus;Chaetophractus;Dasypodidae;CINGULATA
;Colobus vellerosus;Colobus;Cercopithecidae;PRIMATES
;Potamogale velox;Potamogale;Tenrecidae;AFROSORICIDA
Zorro veloz;Vulpes velox;Vulpes;Canidae;CARNIVORA
;Thylamys velutinus;Thylamys;Didelphidae;DIDELPHIMORPHIA
Perro venadero;Speothos venaticus;Speothos;Canidae;CARNIVORA
;Neusticomys venezuelae;Neusticomys;Cricetidae;RODENTIA
;Rhipidomys venezuelae;Rhipidomys;Cricetidae;RODENTIA
;Sorex ventralis;Sorex;Soricidae;SORICOMORPHA
;Tadarida ventralis;Tadarida;Molossidae;CHIROPTERA
;Glironia venusta;Glironia;Didelphidae;DIDELPHIMORPHIA
;Thylamys venustus;Thylamys;Didelphidae;DIDELPHIMORPHIA
;Dipodomys venustus;Dipodomys;Heteromyidae;RODENTIA
;Calomys venustus;Calomys;Cricetidae;RODENTIA
;Rhipidomys venustus;Rhipidomys;Cricetidae;RODENTIA
;Thamnomys venustus;Thamnomys;Muridae;RODENTIA
;Sorex veraecrucis;Sorex;Soricidae;SORICOMORPHA
;Sorex veraepacis;Sorex;Soricidae;SORICOMORPHA
;Rattus verecundus;Rattus;Muridae;RODENTIA
;Lophuromys verhageni;Lophuromys;Muridae;RODENTIA
;Congosorex verheyeni;Congosorex;Soricidae;SORICOMORPHA
;Dendromus vernayi;Dendromus;Nesomyidae;RODENTIA
Sifaca de Verreaux;Propithecus verreauxi;Propithecus;Indridae;PRIMATES
;Myomyscus verreauxii;Myomyscus;Muridae;RODENTIA
;Sus verrucosus;Sus;Suidae;ARTIODACTYLA
;Praomys verschureni;Praomys;Muridae;RODENTIA
;Tragulus versicolor;Tragulus;Tragulidae;ARTIODACTYLA
;Procolobus verus;Procolobus;Cercopithecidae;PRIMATES
;Noronhomys vespuccii;Noronhomys;Cricetidae;RODENTIA
;Phalanger vestitus;Phalanger;Phalangeridae;DIPROTODONTIA
;Thomasomys vestitus;Thomasomys;Cricetidae;RODENTIA
;Sphiggurus vestitus;Sphiggurus;Erethizontidae;RODENTIA
Langur de cara púrpura;Trachypithecus vetulus;Trachypithecus;Cercopithecidae;PRIMATES
;Pteropus vetulus;Pteropus;Pteropodidae;CHIROPTERA
;Lycalopex vetulus;Lycalopex;Canidae;CARNIVORA
;Psammomys vexillaris;Psammomys;Muridae;RODENTIA
;Paraxerus vexillarius;Paraxerus;Sciuridae;RODENTIA
Baiji;Lipotes vexillifer;Lipotes;Iniidae;CETACEA
;Crocidura viaria;Crocidura;Soricidae;SORICOMORPHA
;Genetta victoriae;Genetta;Viverridae;CARNIVORA
;Oligoryzomys victus;Oligoryzomys;Cricetidae;RODENTIA
